0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.682667799999999261e+02,6.653015100000000359e+01,7.661757699999999716e+01,7.547209900000000005e+01,0.000000000000000000e+00,1.116149099999999983e+01,0.000000000000000000e+00,4.298224900000000126e+00,0.000000000000000000e+00,7.026261299999999821e+00,3.271609799999999950e+02,1.000423600000000057e+01,3.757038099999999758e+01,9.441767699999999763e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.320571100000000087e+01,7.864033499999999322e+01,2.268554100000000062e+02,1.074349100000000163e+02,3.713384600000000546e+01,0.000000000000000000e+00,7.980170200000000769e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.780931499999999890e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.827300999999999931e+02,1.094020399999999853e+02,7.974208799999999542e+01,1.406835899999999810e+02,0.000000000000000000e+00,5.292510000000000048e+00,1.136034900000000114e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.555043400000000275e+01,5.024800400000000309e+02,2.842366400000000226e+01,6.059400899999999979e+01,4.303439300000000145e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.381716199999999617e+01,4.717159999999999798e+01,3.656769400000000019e+02,1.740767500000000041e+02,3.492388900000000262e+01,7.980170200000000769e+00,2.414866800000000069e+01,0.000000000000000000e+00,2.466378800000000027e+01
1.780931499999999890e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.148765900000000784e+02,7.525529499999998961e+01,1.112486300000000057e+02,1.130753600000000034e+02,2.067386099999999871e+01,1.195172499999999971e+01,9.749551800000000767e+00,4.298224900000000126e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.704048799999999915e+02,2.787048000000000059e+01,1.793833500000000214e+01,6.779001700000001129e+00,3.317556799999999839e+01,0.000000000000000000e+00,7.036570700000000045e+01,4.794114699999999374e+01,1.924065200000000004e+02,2.557525500000000136e+02,2.365447800000000100e+01,2.301589800000000130e-01,1.587978999999999985e+01,0.000000000000000000e+00,2.466378800000000027e+01
1.780931499999999890e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.186545999999999594e+02,7.414783500000000060e+01,7.151037600000000793e+01,9.672350300000000800e+01,9.751965500000000731e+00,6.199418299999999249e+01,1.542972600000000050e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.777521700000000138e+01,3.731026899999999955e+02,3.817562900000000070e+01,1.285304499999999983e+01,5.157064799999999849e+01,5.405541600000000102e+01,0.000000000000000000e+00,5.665716600000000369e+01,3.795415100000000308e+01,1.943530399999999929e+02,2.027633500000000026e+02,3.649863400000000269e+01,9.809130400000000138e-01,8.188326800000000460e+00,0.000000000000000000e+00,2.638518099999999933e+01
1.780931499999999890e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.126315299999999979e+02,6.256165299999999974e+01,1.112486300000000057e+02,1.130753600000000034e+02,1.092189499999999924e+01,6.865339699999999823e+01,4.684363400000000510e+00,4.298224900000000126e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.389689000000000192e+02,1.811851300000000009e+01,1.793833500000000214e+01,6.779001700000001129e+00,8.723098000000000241e+01,0.000000000000000000e+00,7.894570199999999716e+01,3.936115300000000161e+01,1.797128800000000126e+02,2.204612999999999943e+02,2.365447800000000100e+01,2.301589800000000130e-01,1.587978999999999985e+01,0.000000000000000000e+00,2.610014299999999920e+01
1.780931499999999890e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.564877299999999423e+02,5.789544300000000732e+01,7.342312599999999634e+01,6.982155600000000106e+01,9.751965500000000731e+00,1.160495999999999981e+02,1.542972600000000050e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.777521700000000138e+01,2.981220099999999888e+02,2.817139399999999938e+01,1.285304499999999983e+01,3.467293200000000297e+01,1.081108300000000071e+02,0.000000000000000000e+00,5.665716600000000369e+01,3.537631199999999865e+01,1.795427999999999997e+02,1.320941799999999944e+02,3.351415300000000030e+01,0.000000000000000000e+00,8.188326800000000460e+00,9.809130400000000138e-01,2.810657499999999942e+01
1.780931499999999890e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.092993799999999283e+02,7.813967900000000100e+01,9.194572399999999845e+01,1.692336600000000146e+02,2.184378999999999849e+01,1.029631299999999960e+01,1.136034900000000114e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.555043400000000275e+01,3.927103299999999990e+02,1.841942999999999842e+01,5.209744299999999839e+01,7.612486300000000483e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.383016200000000140e+01,5.239051099999999650e+01,2.637813400000000001e+02,1.905421300000000144e+02,4.537065900000000340e+01,0.000000000000000000e+00,2.385996099999999842e+01,0.000000000000000000e+00,2.466378800000000027e+01
3.362039199999999539e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.175557900000000018e+02,5.402720999999999663e+01,7.801761600000000385e+01,9.912158199999998942e+01,3.276568599999999520e+01,1.802166000000000068e+01,5.680174400000000290e+00,0.000000000000000000e+00,2.837577800000000394e+01,1.777521700000000138e+01,2.173912700000000200e+02,-3.009154499999999732e-01,2.738010399999999933e+01,3.587287500000000051e+01,0.000000000000000000e+00,1.403801499999999969e+01,4.289998599999999840e+01,6.574449900000000468e+01,1.711213699999999847e+02,1.461298999999999921e+02,2.810944699999999585e+01,0.000000000000000000e+00,-6.106466300000000125e+00,1.395549500000000087e+01,1.233189400000000013e+01
1.780931499999999890e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.062564099999999598e+02,7.288343799999999817e+01,9.588713100000001077e+01,9.721826899999999227e+01,2.067386099999999871e+01,1.264165299999999981e+01,5.065188400000000257e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.036677899999999681e+02,2.787048000000000059e+01,3.587667100000000175e+01,6.779001700000001129e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.320571100000000087e+01,6.841854100000000471e+01,2.990000299999999811e+02,1.406836199999999906e+02,2.875555800000000062e+01,0.000000000000000000e+00,1.587978999999999985e+01,6.904104199999999913e+00,2.466378800000000027e+01
1.780931499999999890e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.150961300000000165e+02,1.014065200000000004e+02,8.860712399999999889e+01,9.472499100000000283e+01,0.000000000000000000e+00,7.938764999999999183e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.241996500000000196e+02,1.841942999999999842e+01,4.265567399999999765e+01,7.049579000000000262e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.370078999999999780e+01,5.779605099999999851e+01,3.794866000000000099e+02,1.516466199999999844e+02,2.365447800000000100e+01,0.000000000000000000e+00,2.414866800000000069e+01,0.000000000000000000e+00,2.466378800000000027e+01
