1.576639328281469865e+01,5.817862777835028254e+00,4.235526234984601679e+00,5.907179729351505593e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.794537184071821834e+00,4.983978520947208501e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.706398565561215008e+01,8.005551314565303755e+01,4.990147217832802795e+01,2.619609564647236510e+01,5.488968305796311142e+01,2.262796743926758936e+01,0.000000000000000000e+00,1.029379187423558406e+01,5.893957685363078625e+00,5.814528645250418037e+01,1.227870221864256095e+01,5.946625264470034722e+01,1.112690298339399142e+01,1.102953032901464780e+01,5.817862777835028254e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.906908677254833151e+01,1.590432503920125029e+01,1.274584980265875700e+01,8.555118582304636732e+01,4.833934966130635758e+01,4.235526234984601679e+00,2.202982791547504604e+01
3.066804568490491079e+01,4.786604760939033554e+01,2.823684156656401267e+00,1.915273884528715342e+01,0.000000000000000000e+00,2.823684156656401267e+00,1.438361155221546639e+01,8.780830095349639208e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.076776989020351039e+01,6.734324749205993044e+01,7.207507878245701249e+01,2.932078792324337968e+01,1.070152127921856504e+02,1.772153918805451767e+01,1.431199657232634204e+00,1.551953643742723088e+01,5.893957685363078625e+00,1.077706814898206176e+02,1.955270461154817951e+01,7.110069432679213719e+01,0.000000000000000000e+00,1.592246480914717210e+01,8.780830095349639208e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.446680009012528956e+01,3.186632430867427246e+01,1.752839936745486682e+01,1.334539895430535523e+02,4.833934966130635758e+01,5.647368313312802535e+00,0.000000000000000000e+00
2.502542224855741182e+01,2.482324922886578378e+01,1.411842078328200634e+00,1.145449081064021790e+01,5.907179729351505593e+00,2.823684156656401267e+00,9.099753175368055835e+00,8.417796984328937526e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.914882307093874658e+01,4.804242761670592898e+01,5.260781166731441516e+01,6.149233559659734283e+01,8.057291911682074215e+01,3.252078208952370630e+01,1.431199657232634204e+00,9.876913001079730137e+00,0.000000000000000000e+00,4.468937178388595299e+01,3.052081191992717635e+01,9.489330696189901460e+01,5.749511833283905027e+00,1.965473040095507784e+01,5.687386274683562171e+00,5.749511833283905027e+00,0.000000000000000000e+00,6.374559063374220358e+01,3.576286032469823084e+01,0.000000000000000000e+00,8.187678473411320113e+01,7.263950099511100689e+01,4.235526234984601679e+00,1.090292493208105640e+01
2.560508917700400389e+01,4.155384601377909348e+01,1.266093729307390348e+01,7.511217684182621923e+00,0.000000000000000000e+00,8.999982674099875624e+00,0.000000000000000000e+00,1.280821203200375713e+01,1.317124514302445881e+01,0.000000000000000000e+00,3.868293247487692099e+01,4.789396659440571113e+01,4.406080698721056166e+01,3.282532047061974367e+01,9.811798859940621753e+01,1.552463941110106305e+01,1.431199657232634204e+00,0.000000000000000000e+00,5.893957685363078625e+00,7.004657056391791059e+01,3.024760123185917138e+01,5.876208756211664763e+01,5.749511833283905027e+00,1.575941803209674319e+01,2.324904646538283970e+01,5.749511833283905027e+00,0.000000000000000000e+00,6.383991612849477804e+01,3.285889114525965482e+01,1.171117852640897361e+01,9.070371385406114939e+01,3.625451224597976818e+01,5.647368313312802535e+00,0.000000000000000000e+00
2.028855929475736275e+01,1.907373739558187964e+01,1.411842078328200634e+00,1.145449081064021790e+01,5.907179729351505593e+00,8.999982674099875624e+00,9.099753175368055835e+00,8.417796984328937526e+00,1.317124514302445881e+01,0.000000000000000000e+00,4.914882307093874658e+01,4.804242761670592898e+01,5.260781166731441516e+01,5.590555896090107524e+01,8.489502563753447362e+01,3.252078208952370630e+01,1.431199657232634204e+00,9.876913001079730137e+00,0.000000000000000000e+00,5.086567030132943046e+01,2.348285946104458688e+01,1.004567584535959952e+02,0.000000000000000000e+00,1.491786744715502877e+01,1.885863141770802187e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.670763817485961766e+01,4.193915884214170831e+01,0.000000000000000000e+00,8.332796055729951945e+01,7.263950099511100689e+01,4.235526234984601679e+00,1.090292493208105640e+01
2.086822622320395482e+01,3.584888912862893307e+01,2.823684156656401267e+00,1.431199657232634204e+00,6.080018026949987942e+00,1.517628119154335131e+01,4.208898492164468763e+00,4.390415047674819604e+00,2.634249028604892118e+01,0.000000000000000000e+00,3.868293247487692099e+01,4.104207447711003454e+01,4.989407200383810448e+01,2.078330100302257577e+01,9.274816240327460548e+01,1.648695531758787070e+01,1.431199657232634204e+00,0.000000000000000000e+00,5.893957685363078625e+00,6.937097696406570435e+01,1.712963074602659219e+01,5.876208756211664763e+01,5.749511833283905027e+00,1.575941803209674319e+01,3.642029160840730384e+01,5.749511833283905027e+00,0.000000000000000000e+00,5.268934566794120400e+01,2.908434409794640985e+01,1.171117852640897361e+01,7.425651184357400325e+01,3.625451224597976818e+01,5.647368313312802535e+00,0.000000000000000000e+00
2.103127300025438373e+01,3.672607154602331292e+01,1.266093729307390348e+01,7.338379386584139574e+00,5.907179729351505593e+00,2.823684156656401267e+00,1.457305288909085306e+01,1.719862707967857673e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.061930886790329254e+01,5.441535251803530571e+01,5.136683174439425414e+01,4.766491174141095399e+01,9.493554118928099683e+01,2.165161259512051117e+01,1.431199657232634204e+00,1.560360522752396051e+01,0.000000000000000000e+00,7.018107138920346699e+01,1.790677345461626402e+01,1.006158064394789449e+02,0.000000000000000000e+00,1.592246480914717210e+01,8.780830095349639208e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.777871923058455650e+01,3.387449980746402645e+01,1.163444168209178997e+01,1.119597272239075352e+02,6.672755879059917561e+01,5.647368313312802535e+00,0.000000000000000000e+00
4.567099647791354577e+00,1.138067233274288981e+01,5.538925252383345210e+00,0.000000000000000000e+00,1.139488668080927525e+01,4.235526234984601679e+00,2.048366216266301620e+01,4.390415047674819604e+00,0.000000000000000000e+00,5.920434318855644307e+00,3.613252785717212134e+01,5.028880267423721051e+01,7.347459838481459826e+01,1.644910267404263848e+01,4.513881755649221361e+01,5.835619785757269362e+00,0.000000000000000000e+00,9.551078168738563079e+00,5.719716975726273134e+00,3.259146128858633062e+01,0.000000000000000000e+00,1.224521878717656449e+02,2.296777162110528181e+01,1.626441335269599264e+01,4.390415047674819604e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.538669795449583333e+01,1.203578493669929017e+01,2.450998159605286375e+01,7.861193997668839017e+01,7.769499118548574756e+01,4.235526234984601679e+00,1.112690298339399142e+01
2.502542224855741182e+01,3.131609138005338977e+01,1.411842078328200634e+00,1.431199657232634204e+00,1.146644662440351325e+01,2.823684156656401267e+00,9.589074368143643667e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.706398565561215719e+01,8.580100980871591787e+01,5.661254529603849051e+01,3.633541523812672125e+01,7.626739780100248822e+01,5.907179729351505593e+00,1.431199657232634204e+00,9.876913001079730137e+00,0.000000000000000000e+00,9.442192968820900489e+01,6.496859684315944961e+00,9.872572511739322465e+01,5.749511833283905027e+00,2.090878130471084972e+01,0.000000000000000000e+00,5.749511833283905027e+00,0.000000000000000000e+00,4.121010821608196295e+01,2.561563438830408401e+01,0.000000000000000000e+00,1.358079537706466340e+02,6.534920076385623133e+01,4.235526234984601679e+00,0.000000000000000000e+00
2.062136937781648527e+01,1.907373739558187964e+01,1.411842078328200634e+00,1.324555911593564517e+01,0.000000000000000000e+00,2.823684156656401267e+00,9.589074368143643667e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.841605879722709460e+01,8.089857070435107289e+01,7.510115136870604147e+01,2.657927081090294053e+01,9.003265759297642035e+01,1.181435945870301119e+01,1.431199657232634204e+00,1.020972308413885443e+01,1.178791537072615725e+01,1.084186207971797415e+02,1.299371936863188992e+01,7.107212284406062963e+01,0.000000000000000000e+00,1.061265145585879566e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.388483215420819761e+01,2.245885895378896890e+01,1.178791537072615725e+01,1.603987656351127953e+02,5.438176836896965227e+01,4.235526234984601679e+00,0.000000000000000000e+00
