4.315697900000000118e+02,4.401400100000000037e+00,3.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00,3.200000000000000000e+01,2.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,7.723999799999999993e+01,6.725199899999999786e+01,1.299038999999999930e+02,5.839799899999999866e+01
6.578107300000000350e+02,2.641200099999999829e+00,5.000000000000000000e+00,4.000000000000000000e+00,1.600000000000000000e+01,4.700000000000000000e+01,6.000000000000000000e+00,6.000000000000000000e+00,4.000000000000000000e+00,1.245799999999999983e+02,1.154170000000000016e+02,1.736176000000000101e+02,7.625499700000000303e+01
5.917409099999999853e+02,2.549900099999999892e+00,4.000000000000000000e+00,3.000000000000000000e+00,1.100000000000000000e+01,4.200000000000000000e+01,2.000000000000000000e+00,3.000000000000000000e+00,5.000000000000000000e+00,1.258599999999999994e+02,9.658599900000000105e+01,1.601242100000000050e+02,7.563899999999999579e+01
5.916782799999999725e+02,3.168000000000000149e+00,4.000000000000000000e+00,3.000000000000000000e+00,1.200000000000000000e+01,4.000000000000000000e+01,4.000000000000000000e+00,5.000000000000000000e+00,3.000000000000000000e+00,1.238400000000000034e+02,1.127510000000000048e+02,1.442711899999999901e+02,6.368199899999999758e+01
6.297128299999999399e+02,3.508599999999999941e+00,3.000000000000000000e+00,3.000000000000000000e+00,1.100000000000000000e+01,4.400000000000000000e+01,2.000000000000000000e+00,3.000000000000000000e+00,5.000000000000000000e+00,1.166299999999999955e+02,1.163359999999999985e+02,1.596347000000000094e+02,7.472899599999999509e+01
5.855977199999999812e+02,3.861499999999999932e+00,2.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+01,3.900000000000000000e+01,4.000000000000000000e+00,4.000000000000000000e+00,3.000000000000000000e+00,1.083700000000000045e+02,1.228059999999999974e+02,1.344533999999999878e+02,5.853300099999999873e+01
6.457800900000000865e+02,3.197299999999999809e+00,5.000000000000000000e+00,4.000000000000000000e+00,1.800000000000000000e+01,4.500000000000000000e+01,3.000000000000000000e+00,4.000000000000000000e+00,3.000000000000000000e+00,1.504499999999999886e+02,1.177520000000000095e+02,1.671793100000000152e+02,7.655799899999999525e+01
4.775519999999999641e+02,3.709600000000000009e+00,2.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,3.600000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+00,7.487999700000000303e+01,8.008699799999999414e+01,1.312199999999999989e+02,6.575399799999999573e+01
5.567150299999999561e+02,4.701000200000000184e+00,4.000000000000000000e+00,3.000000000000000000e+00,5.000000000000000000e+00,4.100000000000000000e+01,3.000000000000000000e+00,3.000000000000000000e+00,6.000000000000000000e+00,9.716999799999999254e+01,8.708499899999999627e+01,1.483338899999999967e+02,7.218399800000000255e+01
5.628057299999999259e+02,4.398099900000000062e+00,3.000000000000000000e+00,3.000000000000000000e+00,1.200000000000000000e+01,4.100000000000000000e+01,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.625000000000000000e+01,8.525000000000000000e+01,1.643422999999999945e+02,7.252800000000000580e+01
5.947117900000000645e+02,4.459700100000000056e+00,4.000000000000000000e+00,3.000000000000000000e+00,1.300000000000000000e+01,4.300000000000000000e+01,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,9.548000299999999640e+01,1.048349999999999937e+02,1.607410000000000139e+02,7.383599900000000105e+01
6.217371200000000044e+02,3.692300100000000196e+00,4.000000000000000000e+00,3.000000000000000000e+00,1.300000000000000000e+01,4.500000000000000000e+01,3.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,1.065600000000000023e+02,1.121689999999999969e+02,1.680411100000000033e+02,7.647100100000000111e+01
6.197180200000000241e+02,3.094199900000000003e+00,3.000000000000000000e+00,4.000000000000000000e+00,1.300000000000000000e+01,4.300000000000000000e+01,2.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,1.237300000000000040e+02,1.145020000000000095e+02,1.605791899999999828e+02,7.270600100000000054e+01
6.508510700000000497e+02,3.723500000000000032e+00,4.000000000000000000e+00,5.000000000000000000e+00,1.500000000000000000e+01,4.600000000000000000e+01,3.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,1.528300000000000125e+02,1.074179999999999922e+02,1.808361100000000192e+02,8.175599699999999359e+01
5.616522800000000188e+02,2.723200100000000123e+00,3.000000000000000000e+00,3.000000000000000000e+00,1.100000000000000000e+01,3.800000000000000000e+01,5.000000000000000000e+00,5.000000000000000000e+00,3.000000000000000000e+00,1.175999999999999943e+02,1.045559999999999974e+02,1.400467999999999904e+02,6.127799999999999869e+01
5.827011099999999715e+02,4.456200099999999331e+00,4.000000000000000000e+00,3.000000000000000000e+00,1.500000000000000000e+01,4.200000000000000000e+01,2.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,9.548000299999999640e+01,1.038359999999999985e+02,1.590278000000000134e+02,7.277500200000000063e+01
6.087383999999999560e+02,4.280099900000000623e+00,4.000000000000000000e+00,3.000000000000000000e+00,1.400000000000000000e+01,4.400000000000000000e+01,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,9.548000299999999640e+01,1.063349999999999937e+02,1.658448899999999924e+02,7.567099799999999732e+01
6.785715900000000147e+02,5.050799800000000062e+00,3.000000000000000000e+00,3.000000000000000000e+00,1.400000000000000000e+01,4.100000000000000000e+01,2.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,8.625000000000000000e+01,1.004560000000000031e+02,1.649727000000000032e+02,7.533100100000000054e+01
6.077105099999999993e+02,3.674599899999999586e+00,4.000000000000000000e+00,3.000000000000000000e+00,1.300000000000000000e+01,4.400000000000000000e+01,3.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,1.065600000000000023e+02,1.106689999999999969e+02,1.628505999999999858e+02,7.463600200000000484e+01
